mid,action,adventure,comedy,crime,drama,fantasy,horror,romance,sci-fi,thriller,split0,split1,split2
tt2103264,0,0,0,0,1,0,0,0,0,0,0,0,0
tt2103267,0,0,0,0,1,0,0,1,0,0,0,0,0
tt2103281,1,1,0,0,1,0,0,0,1,0,0,0,2
tt2104837,1,0,0,0,0,0,0,0,0,1,0,0,0
tt2105044,0,0,0,0,0,0,1,0,0,1,1,0,0
tt2106284,1,1,1,0,1,0,0,1,0,0,0,2,0
tt2106361,1,1,0,0,1,0,0,0,0,1,0,1,0
tt2106440,0,0,0,0,0,0,1,0,0,0,0,1,0
tt2106476,0,0,0,0,1,0,0,0,0,0,0,0,0
tt2106529,0,0,1,0,0,0,0,1,0,0,1,0,0
tt2106550,0,0,0,0,1,0,0,0,0,1,0,2,0
tt2106651,1,0,0,0,0,0,0,0,1,1,0,0,0
tt2106675,0,0,1,0,0,0,1,0,1,0,0,0,0
tt2106739,0,0,1,0,1,0,0,1,0,0,0,0,0
tt2106741,1,0,0,0,1,0,0,0,0,0,1,0,2
tt2107648,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2107814,1,0,0,1,1,0,0,0,0,1,0,0,0
tt2107835,0,0,1,0,1,0,0,1,0,0,0,2,0
tt2108546,0,0,1,0,1,0,0,0,0,0,2,0,2
tt2109127,0,0,0,0,0,0,1,0,0,0,0,0,1
tt2109131,0,0,0,0,1,0,0,0,0,0,2,0,0
tt2109184,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2109248,1,1,0,0,0,0,0,0,1,0,0,1,0
tt2112096,0,0,1,1,0,0,0,0,0,0,0,0,0
tt2112124,1,0,1,0,0,0,0,0,0,0,2,0,0
tt2112131,1,0,1,0,0,0,0,0,0,0,0,2,0
tt2112210,0,0,1,0,0,0,0,1,0,0,2,2,0
tt2112277,1,0,0,1,1,0,0,0,0,1,0,0,0
tt2112287,0,0,0,0,1,1,1,0,0,1,0,0,0
tt2112293,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2112331,0,0,0,0,0,0,1,0,0,1,1,0,0
tt2113091,1,1,0,0,1,0,0,1,0,0,2,1,0
tt2113659,0,0,1,0,1,0,0,1,0,0,1,0,0
tt2113681,0,1,1,0,0,0,0,0,0,0,1,0,0
tt2113792,0,0,0,0,0,0,1,0,1,0,1,0,2
tt2113820,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2114358,1,0,1,1,0,0,0,0,0,0,0,0,0
tt2114461,0,0,1,0,0,0,0,0,0,0,2,0,0
tt2114504,0,0,1,0,0,0,0,0,0,0,0,2,0
tt2115420,0,1,1,0,1,0,0,0,0,0,0,0,2
tt2115426,0,1,1,0,0,0,0,1,0,0,0,2,0
tt2118624,0,0,1,0,1,1,1,0,0,1,2,2,0
tt2118775,1,0,0,1,0,0,0,0,0,0,0,0,0
tt2119404,1,0,0,0,0,0,1,0,1,0,2,0,1
tt2119474,1,0,0,0,0,0,0,0,0,1,0,2,0
tt2119532,0,0,0,0,1,0,0,0,0,0,1,2,0
tt2119543,0,0,1,0,0,1,1,0,1,0,1,0,0
tt2120120,1,0,1,0,0,0,0,0,1,0,0,2,1
tt2121304,0,0,0,1,0,0,0,0,0,1,0,2,2
tt2121377,0,0,0,1,0,0,0,0,0,0,2,0,2
tt2121382,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2121839,1,1,0,0,1,0,0,0,0,0,0,1,0
tt2122313,0,0,0,0,1,1,1,0,0,1,1,0,0
tt2122340,0,0,1,0,1,0,0,0,0,0,2,1,0
tt2122424,0,0,0,0,0,0,1,0,0,0,0,2,2
tt2122518,0,0,0,1,1,0,0,0,0,0,0,0,2
tt2123146,0,1,1,0,0,0,0,0,1,0,0,0,0
tt2123170,0,0,0,0,0,1,1,0,0,0,2,0,1
tt2124074,0,0,0,0,1,0,0,1,0,0,0,0,1
tt2124186,0,0,1,1,1,0,0,1,0,1,2,0,0
tt2124787,0,0,0,0,0,0,1,0,0,1,1,0,2
tt2125435,0,1,0,0,1,1,0,0,0,0,1,0,0
tt2125472,0,0,0,0,0,0,1,0,0,1,1,0,2
tt2125685,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2125698,0,0,1,0,1,0,0,0,0,0,0,1,0
tt2126235,1,0,0,1,0,0,0,0,0,1,0,2,0
tt2126355,1,1,0,0,1,0,0,0,0,1,2,0,0
tt2126357,0,0,1,0,1,0,0,1,0,0,0,0,2
tt2126362,0,0,1,0,0,0,1,0,0,0,0,0,0
tt2130270,0,0,1,1,1,0,0,0,0,0,1,0,0
tt2131523,0,0,0,1,0,0,0,0,0,1,0,1,0
tt2131532,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2131586,1,1,0,1,0,0,0,0,0,1,0,0,0
tt2131698,0,1,0,0,1,0,0,0,0,1,2,0,0
tt2132285,0,0,0,1,1,0,0,0,0,0,0,0,2
tt2132405,0,0,1,0,0,0,1,1,0,0,2,2,0
tt2133196,0,0,0,0,1,0,0,1,0,0,0,2,0
tt2133239,1,0,1,0,1,0,0,0,0,0,0,0,0
tt2133302,0,0,0,0,0,0,0,0,1,0,0,0,0
tt2133333,0,0,0,0,1,0,0,1,0,0,0,0,2
tt2136808,0,0,1,0,0,0,0,0,0,0,0,2,0
tt2137241,0,0,0,0,1,0,0,0,0,0,0,0,0
tt2139555,0,0,1,0,0,0,0,1,0,0,0,0,0
tt2139881,0,0,1,0,0,0,0,1,0,0,2,0,0
tt2139919,0,0,1,1,1,0,0,0,0,0,0,0,0
tt2140037,1,0,0,0,1,0,0,0,0,0,2,1,0
tt2140203,0,0,0,0,1,1,0,0,0,0,0,0,0
tt2140373,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2140379,1,0,0,0,0,0,0,0,1,1,0,0,0
tt2140429,0,0,1,0,0,0,1,0,0,0,0,0,2
tt2140465,0,0,1,0,1,0,0,1,0,0,0,0,0
tt2140479,1,0,0,1,1,0,0,0,0,1,0,0,2
tt2140507,0,0,0,0,1,0,0,0,0,0,2,2,0
tt2140577,0,0,1,0,1,0,0,0,0,0,0,0,2
tt2140619,0,0,1,0,0,0,0,1,0,0,0,0,2
tt2140629,0,0,1,0,0,0,0,0,0,1,2,0,1
tt2141773,0,1,1,0,0,1,0,0,0,0,2,0,2
tt2141777,0,0,0,0,0,0,1,0,0,1,2,0,2
tt2141789,0,1,1,0,0,0,0,0,0,0,0,0,0
tt2141875,1,0,0,0,0,0,1,0,0,0,1,0,2
tt2142055,1,1,0,0,1,0,0,0,0,0,2,2,0
tt2142883,0,0,1,1,0,0,0,0,0,0,0,0,0
tt2145637,0,0,1,0,0,0,1,0,0,0,2,0,1
tt2145829,1,1,0,0,0,0,0,0,1,0,0,0,2
tt2145903,0,0,0,1,0,0,1,0,0,1,0,0,0
tt2145909,0,0,0,0,0,0,1,0,0,0,0,0,2
tt2146960,0,0,0,1,1,0,0,0,0,1,2,2,0
tt2147225,1,0,0,1,1,0,0,0,0,1,0,0,1
tt2147319,0,0,0,0,1,0,1,0,0,0,0,0,0
tt2147365,0,0,1,0,0,0,0,0,0,0,0,2,0
tt2147459,0,0,0,0,0,0,1,0,0,0,0,0,2
tt2149360,0,0,0,0,1,0,1,0,0,1,2,0,2
tt2150332,0,0,0,0,1,0,0,1,0,0,2,2,2
tt2150369,0,0,0,0,0,0,0,0,0,1,0,0,2
tt2151863,0,0,1,0,0,0,0,1,0,0,2,1,2
tt2155391,0,0,0,0,0,0,1,0,0,1,0,2,2
tt2155399,0,0,0,0,1,0,0,1,0,0,0,0,2
tt2158686,0,0,0,0,0,0,1,0,0,0,0,0,0
tt2160105,0,0,0,0,0,1,0,0,0,1,0,2,2
tt2162709,0,1,1,0,0,1,0,0,0,0,0,0,0
tt2165236,0,1,0,0,1,0,0,0,0,0,2,0,2
tt2165735,1,0,0,1,1,0,0,0,0,1,1,0,0
tt2165765,0,0,0,0,0,0,1,0,0,0,0,0,2
tt2165859,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2166616,0,0,1,1,0,0,0,0,0,0,0,2,0
tt2167202,1,0,0,1,0,0,0,0,0,1,0,2,0
tt2167266,0,0,0,0,1,0,0,0,0,0,1,2,0
tt2168910,0,0,1,0,1,0,0,1,0,0,0,0,2
tt2170299,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2170369,1,1,1,0,0,1,0,0,0,0,0,0,1
tt2170427,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2170439,0,0,1,1,0,0,0,0,0,0,0,1,0
tt2170593,0,0,1,0,1,0,0,0,0,0,2,2,0
tt2171847,1,0,0,0,0,0,1,0,0,0,0,0,0
tt2171867,0,0,0,1,1,0,0,0,0,1,0,2,2
tt2171993,1,0,0,1,0,0,0,0,0,1,0,0,2
tt2172584,0,0,1,0,1,0,0,0,0,0,0,2,0
tt2172934,1,0,0,0,1,0,0,0,0,1,0,0,2
tt2172985,0,0,1,1,0,0,0,0,0,1,0,0,0
tt2175535,1,0,0,1,0,0,1,0,0,0,2,0,0
tt2175669,1,0,0,0,0,0,0,0,0,0,0,0,2
tt2175947,1,0,0,0,0,0,0,0,1,1,2,0,2
tt2176013,0,0,0,0,1,0,0,1,0,0,0,0,0
tt2176722,0,0,0,0,0,0,1,0,1,0,0,2,0
tt2177771,0,0,1,0,1,0,0,0,0,0,1,0,0
tt2178508,1,0,1,0,0,0,0,0,0,0,2,2,2
tt2178941,0,0,0,0,1,0,0,0,0,0,0,0,0
tt2179007,0,0,0,0,0,0,1,0,0,1,2,0,2
tt2179087,0,0,0,0,1,0,1,1,0,1,2,0,0
tt2179116,0,1,1,0,1,0,0,0,0,0,0,0,2
tt2179121,0,0,1,0,1,0,0,0,0,0,2,0,0
tt2179136,1,0,0,0,1,0,0,0,0,0,0,0,0
tt2179226,1,0,0,0,1,0,0,0,0,1,0,0,0
tt2179231,0,0,1,0,0,0,0,0,0,0,1,0,0
tt2179239,0,0,0,0,0,0,1,0,0,1,1,2,0
tt2179936,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2180333,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2180411,0,1,1,0,1,1,0,0,0,0,0,0,0
tt2180477,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2180994,0,0,0,1,1,0,0,0,0,1,1,0,2
tt2181282,0,0,0,0,0,0,0,0,0,1,2,0,0
tt2181298,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2181831,0,0,0,0,1,0,0,0,0,0,0,2,0
tt2181855,0,0,0,1,1,0,0,0,0,0,0,2,0
tt2181867,0,0,1,0,0,0,0,1,0,0,0,0,0
tt2181889,0,0,0,0,0,0,1,0,0,1,1,0,0
tt2181931,0,0,1,0,1,0,0,0,0,0,0,0,2
tt2181959,0,1,0,0,0,0,0,0,0,0,1,2,2
tt2182115,1,1,0,0,1,0,0,0,0,0,0,1,1
tt2182163,1,1,0,0,0,1,0,0,0,0,1,0,1
tt2182256,0,0,1,0,0,1,0,0,0,0,2,0,0
tt2183034,0,1,0,0,0,0,0,0,1,0,0,0,1
tt2184207,0,1,0,0,0,0,0,0,0,0,0,0,0
tt2184233,0,0,0,0,1,0,0,1,0,0,2,2,2
tt2184339,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2186562,0,1,1,0,1,1,0,0,0,0,0,0,0
tt2186715,1,0,0,1,0,0,0,0,0,1,0,0,0
tt2186731,1,0,0,1,0,0,0,0,0,1,0,2,0
tt2186766,0,0,1,0,0,0,0,0,0,0,1,0,0
tt2186812,0,0,1,0,0,0,0,1,0,0,0,0,0
tt2186848,1,0,0,1,1,0,1,0,0,1,2,0,0
tt2187114,1,1,0,0,0,0,0,0,0,1,0,1,0
tt2187153,1,0,0,0,0,0,0,0,0,1,2,0,0
tt2187444,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2187884,0,0,0,0,1,1,1,0,1,0,0,0,0
tt2188655,0,0,1,1,0,0,0,0,0,0,0,0,1
tt2188717,0,0,0,0,0,0,1,0,0,0,0,0,1
tt2190367,0,0,0,0,1,0,0,0,0,1,0,0,0
tt2190467,0,0,0,0,1,0,0,0,0,0,0,0,0
tt2190838,0,0,1,0,0,0,1,0,0,0,1,0,0
tt2191701,0,0,1,0,0,0,0,0,0,0,0,2,0
tt2191765,0,0,1,0,1,0,0,1,0,0,2,2,1
tt2191888,0,0,0,0,1,0,1,0,0,1,0,0,0
tt2193215,0,0,0,1,1,0,0,0,0,1,0,0,1
tt2193265,1,1,1,0,0,0,0,0,0,0,0,1,0
tt2193364,0,0,0,0,1,0,0,0,0,0,0,2,0
tt2193418,1,0,0,0,0,0,1,0,0,0,2,1,0
tt2194499,0,0,1,0,1,1,0,1,1,0,0,0,0
tt2194724,0,0,0,0,0,1,0,0,0,1,2,0,2
tt2194826,0,0,0,0,0,0,0,0,0,1,1,2,2
tt2195548,0,0,1,0,1,0,0,0,0,0,0,0,0
tt2198956,0,0,0,0,1,0,0,0,0,1,0,0,0
tt2199251,0,0,1,0,0,0,0,1,0,0,0,1,0
tt2199571,1,0,0,1,1,0,0,0,0,1,2,0,1
tt2199711,1,0,0,0,0,0,0,0,0,1,0,2,0
tt2201063,0,0,1,1,1,0,0,0,0,0,1,0,0
tt2201221,0,0,1,0,1,0,0,0,0,0,2,0,0
tt2201532,0,0,1,0,1,0,0,0,0,1,0,0,0
tt2202569,0,0,1,0,0,0,1,0,0,0,2,2,0
tt2203308,0,0,0,0,1,0,0,1,0,0,1,0,0
tt2203939,0,0,1,0,0,0,0,1,0,0,2,0,2
tt2204080,0,1,0,0,1,0,0,0,0,1,0,0,0
tt2204340,1,0,0,1,0,1,0,0,0,0,0,0,2
tt2204379,0,0,0,0,0,0,1,0,0,0,0,1,0
tt2205401,0,0,0,0,1,0,0,0,0,1,1,0,0
tt2205589,1,0,0,0,0,0,0,0,1,0,0,0,0
tt2205697,0,0,1,0,1,0,0,1,0,0,0,1,0
tt2205948,0,0,0,0,1,1,0,0,0,1,2,0,0
tt2207050,0,0,1,0,1,0,0,0,0,0,2,0,2
tt2207484,0,0,0,0,0,0,1,0,0,0,2,0,0
tt2208216,0,0,0,0,0,0,0,1,1,1,0,1,2
tt2208568,1,0,0,1,1,0,0,0,0,1,0,2,0
tt2209300,0,0,0,0,1,1,0,0,0,1,2,0,0
tt2209418,0,0,0,0,1,0,0,1,0,0,0,2,0
tt2209764,1,0,0,0,1,0,0,0,1,1,0,0,2
tt2210425,0,0,1,0,1,1,0,0,0,1,0,0,0
tt2210463,1,1,0,0,0,0,1,0,1,1,2,2,1
tt2210479,1,1,0,0,1,1,1,0,0,0,0,0,0
tt2210769,0,0,1,0,0,1,0,1,0,0,1,0,2
tt2210834,0,0,0,0,1,0,0,0,0,1,0,2,0
tt2212008,1,0,0,1,1,0,0,0,0,1,0,0,0
tt2214941,0,0,0,0,0,0,1,0,0,1,0,2,0
tt2215211,0,0,1,0,0,0,0,0,0,0,0,1,0
tt2215285,0,0,1,1,1,0,0,0,0,0,0,0,0
tt2215395,0,0,1,1,0,0,0,0,0,0,2,0,1
tt2215457,1,0,0,0,0,0,0,1,0,1,0,0,0
tt2215673,1,1,0,0,1,0,0,0,0,0,0,2,1
tt2216212,0,0,0,0,0,0,1,0,0,0,2,2,0
tt2216240,0,0,0,0,1,0,0,0,0,1,0,0,0
tt2216856,0,0,0,1,0,0,0,0,0,1,0,0,1
tt2217458,0,0,0,0,1,0,0,1,0,0,0,2,0
tt2217859,0,0,0,0,1,0,0,0,0,0,0,0,2
tt2218003,0,0,0,1,1,0,0,0,0,1,2,0,2
tt2218416,0,0,0,0,0,0,1,0,0,0,2,0,0
tt2219210,1,0,0,0,0,0,1,0,1,1,0,0,0
tt2221648,0,1,0,0,0,1,0,0,0,0,0,0,0
tt2222394,0,0,1,0,0,0,0,0,0,0,0,0,0
tt2222550,0,0,0,0,1,0,1,1,0,0,0,0,0
tt2223990,0,0,0,0,1,0,0,0,0,0,0,1,0
tt2224004,0,0,0,0,0,0,0,0,0,1,0,0,0
tt2224026,0,1,1,0,0,1,0,0,1,0,0,0,0
tt2224167,1,0,0,1,1,0,0,0,0,1,2,0,0
tt2226285,0,0,1,0,1,0,0,1,0,0,0,1,2
tt2226301,0,0,0,0,1,0,0,1,0,1,2,0,2
tt2226321,0,0,0,0,1,0,0,0,0,1,0,1,1
tt2226417,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2226495,0,0,0,1,0,0,0,0,0,1,0,0,0
tt2226519,0,0,0,0,1,0,0,1,0,1,2,0,0
tt2226597,1,1,0,0,1,0,0,1,0,1,0,2,0
tt2226666,0,0,0,0,1,0,0,0,0,1,0,1,0
tt2229377,0,0,0,0,0,0,0,0,0,1,2,0,0
tt2229499,0,0,1,0,1,0,0,1,0,0,0,2,0
tt2229511,1,0,0,0,0,0,1,0,0,1,2,0,2
tt2229842,0,1,0,0,0,0,0,0,0,1,0,2,2
tt2230358,0,0,0,0,0,0,1,0,0,1,2,1,0
tt2231253,1,0,0,1,1,0,0,0,0,1,0,0,0
tt2231461,1,1,0,0,0,0,0,0,1,0,0,0,0
tt2231489,1,0,0,0,0,1,0,0,0,0,2,0,1
tt2231554,0,0,0,0,0,0,1,0,0,0,0,0,1
tt2232578,0,1,0,0,1,0,0,0,0,1,1,0,0
tt2233170,0,0,0,1,1,0,0,0,0,1,0,1,2
tt2234003,0,0,0,0,1,0,0,0,0,0,1,2,0
tt2234025,0,0,1,0,0,0,0,0,0,0,0,0,2
tt2234155,0,0,1,0,0,0,0,0,0,0,0,2,0
tt2234261,0,0,1,0,0,0,0,0,0,0,2,0,0
tt2234429,1,0,0,0,0,0,0,0,0,1,1,0,0
tt2235108,0,0,1,0,1,0,0,1,0,0,0,0,0
tt2235779,0,0,0,0,0,0,1,0,0,1,1,0,1
tt2235902,0,0,1,0,1,0,0,0,0,0,1,0,0
tt2236054,0,0,0,1,1,0,0,0,0,1,0,0,0
tt2236160,0,0,0,0,0,0,1,0,0,1,0,2,0
tt2236182,1,1,0,0,1,0,1,0,1,1,0,0,1
tt2237324,0,0,0,1,0,0,0,0,0,1,0,1,1
tt2238032,1,1,1,1,0,0,0,0,0,1,0,0,0
tt2238050,0,0,0,0,1,0,0,0,0,1,0,0,2
tt2238470,0,0,0,0,1,0,1,0,0,1,2,0,0
tt2239512,0,1,1,0,0,0,0,0,0,1,0,2,1
tt2239822,1,1,0,0,0,1,0,0,1,0,2,2,0
tt2239832,0,0,1,0,0,0,0,1,0,0,0,0,0
tt2240312,0,0,0,0,0,0,1,0,0,0,0,1,1
tt2241351,0,0,0,1,1,0,0,0,0,1,0,0,1
tt2241403,1,0,0,0,0,0,1,0,1,0,0,0,2
tt2241471,0,0,0,0,0,0,1,0,0,0,1,2,0
tt2241475,0,0,0,1,0,0,0,0,0,0,0,0,0
tt2241605,0,0,0,1,0,0,0,0,0,1,0,0,2
tt2242176,0,0,0,0,0,1,1,0,0,0,2,0,0
tt2243389,0,0,1,0,0,0,0,0,0,0,0,1,0
tt2243537,0,0,1,0,0,1,0,0,0,0,2,0,0
tt2243621,0,1,0,0,0,0,0,0,0,0,0,0,2
tt2243900,1,1,0,1,0,0,0,0,0,1,0,0,0
tt2244901,0,0,1,0,0,0,0,1,0,0,2,0,0
tt2245003,0,0,1,0,1,0,0,1,0,0,2,2,0
tt2245084,1,1,0,0,0,0,0,0,1,0,2,2,0
tt2245151,0,0,0,0,1,0,0,0,0,1,0,0,1
tt2245171,0,1,0,0,1,0,0,0,0,0,0,0,0
tt2245195,0,0,1,0,0,0,0,0,1,0,1,0,0
tt2246595,1,0,0,0,1,0,0,0,0,1,0,0,0
tt2246724,0,0,1,1,0,0,0,0,0,1,0,0,0
tt2246837,1,0,0,0,0,0,0,0,1,1,2,0,0
tt2246887,0,0,1,0,0,0,0,0,0,0,0,2,0
tt2246907,1,0,0,0,0,0,0,0,1,1,0,2,0
tt2248068,0,1,1,0,1,0,0,0,0,0,2,0,0
tt2248944,0,0,1,0,1,0,0,1,0,0,0,0,0
tt2249081,0,0,0,0,0,0,0,0,0,1,0,0,0
tt2249221,0,0,0,1,1,0,0,0,0,1,2,0,0
tt2250234,1,1,0,0,0,1,0,0,0,0,2,0,0
tt2250912,1,1,0,0,0,0,0,0,1,0,0,0,0
tt2251281,0,0,0,0,1,0,1,0,0,1,1,0,0
tt2251662,1,0,0,0,0,0,0,0,0,0,0,0,0
tt2251828,0,1,0,0,1,0,0,0,0,0,0,0,0
tt2252552,0,0,0,1,0,0,0,0,0,1,2,2,0
tt2256811,0,0,0,0,1,0,1,0,0,0,2,0,2
tt2257436,0,0,0,0,0,0,1,0,0,0,0,2,0
tt2258337,1,0,1,0,0,1,0,0,0,0,0,2,0
tt2258345,0,0,1,0,0,0,0,0,0,0,0,0,0
tt2258858,0,0,1,0,1,0,0,0,0,0,0,2,2
tt2260254,0,0,0,0,1,1,0,0,0,0,2,0,0
tt2261287,0,1,1,0,0,0,0,0,0,0,2,0,0
tt2261331,0,1,0,0,1,0,0,0,0,1,0,0,0
tt2261505,0,0,0,0,0,1,0,1,0,0,2,2,0
tt2261719,0,1,1,0,0,0,0,0,0,0,0,2,0
tt2262227,0,1,1,0,0,1,0,1,0,0,0,1,0
tt2262270,0,0,1,0,0,0,0,0,0,0,2,0,0
tt2262315,0,0,0,1,1,0,1,0,0,1,2,0,0
tt2262345,0,1,0,0,1,0,0,0,0,0,2,1,0
tt2263210,0,0,1,0,0,0,0,0,0,0,0,0,0
tt2263814,0,0,0,0,0,0,0,0,0,1,0,2,0
tt2263944,1,1,1,0,0,1,0,0,1,0,0,0,1
tt2265171,1,0,0,1,0,0,0,0,0,1,2,0,0
tt2265398,0,0,1,0,1,0,0,1,0,0,1,0,2
tt2265534,0,0,0,0,1,0,0,1,0,0,0,0,0
tt2265539,1,0,0,1,0,0,0,0,0,0,0,2,0
tt2265565,0,0,0,0,0,0,0,0,0,1,2,0,2
tt2267968,1,1,1,0,0,1,0,0,0,0,0,0,0
tt2267998,0,0,0,0,1,0,0,0,0,1,0,1,1
tt2268016,0,0,1,0,1,0,0,0,0,0,2,0,0
tt2268018,1,0,0,0,1,0,1,0,0,1,0,0,0
tt2268433,1,0,0,1,0,0,0,0,0,1,1,2,1
tt2268458,0,0,0,0,1,0,0,0,1,1,0,0,0
tt2268573,0,0,0,0,0,0,1,0,1,0,2,0,0
tt2271563,1,0,0,0,1,0,0,0,0,0,0,1,0
tt2271565,0,0,0,0,0,0,1,0,0,0,0,2,0
tt2272336,0,0,1,0,0,0,1,0,0,0,0,0,2
tt2272350,0,1,0,0,1,0,1,0,0,0,2,0,2
tt2272918,0,0,0,0,1,0,0,1,0,0,2,0,0
tt2273326,1,0,0,0,1,0,0,0,0,1,0,0,0
tt2273657,0,0,0,1,1,0,0,0,0,1,2,0,0
tt2274172,0,0,0,1,0,0,0,0,0,1,0,2,2
tt2274570,0,0,1,0,0,0,1,0,0,0,0,0,0
tt2274604,0,0,1,0,1,0,0,1,0,0,0,2,0
tt2274648,1,1,0,0,0,1,1,0,1,0,0,0,0
tt2275499,1,0,0,0,0,0,0,0,1,1,0,2,0
tt2275743,0,0,0,0,1,0,0,1,0,0,2,0,0
tt2275946,1,0,1,1,0,0,0,0,0,1,0,0,0
tt2277834,0,1,0,0,0,0,0,0,0,1,0,2,2
tt2277860,0,1,1,0,0,0,0,0,0,0,0,0,0
tt2278388,0,1,1,1,0,0,0,0,0,0,1,2,2
tt2278870,0,1,0,0,0,0,0,0,1,1,2,0,2
tt2278871,0,0,0,0,1,0,0,1,0,0,0,1,0
tt2279339,0,0,1,0,0,1,0,1,0,0,0,0,0
tt2279373,0,1,1,0,0,1,0,0,0,0,0,2,1
tt2279786,1,0,0,1,0,0,0,0,0,1,0,0,0
tt2279922,1,0,1,0,1,1,1,0,1,1,1,0,0
tt2280964,0,0,0,0,1,0,0,0,1,0,0,0,0
tt2281099,0,1,1,0,0,0,0,1,0,0,1,1,1
tt2281159,0,0,0,0,1,0,1,0,0,1,0,0,0
tt2281189,0,0,0,0,1,1,0,0,0,1,0,0,0
tt2281215,0,0,1,0,0,1,0,0,0,0,0,0,0
tt2281345,0,0,1,0,1,1,0,0,0,0,0,0,0
tt2281587,0,1,1,1,0,0,0,0,0,0,0,2,0
tt2282016,0,0,0,0,0,0,1,0,0,0,0,0,0
tt2283017,0,0,0,0,1,0,0,0,1,0,2,0,0
tt2283336,1,1,1,0,0,0,0,0,1,0,1,1,1
tt2283362,1,1,1,0,0,1,0,0,0,0,0,2,0
tt2284790,0,1,1,0,0,0,0,0,0,0,0,2,0
tt2286990,0,0,1,0,0,0,0,1,0,0,0,2,0
tt2287170,0,0,0,1,1,0,0,0,0,1,2,0,2
tt2287214,1,0,0,0,0,1,0,0,0,0,0,1,0
tt2287675,0,0,1,0,0,0,0,0,0,0,0,0,0
tt2288005,0,1,0,0,0,0,0,0,0,0,0,0,0
tt2290065,0,0,1,0,0,0,1,0,0,0,1,0,2
tt2290534,0,0,0,0,0,0,1,0,0,0,0,0,2
tt2290553,1,0,0,0,1,0,0,0,0,0,0,0,0
tt2290567,1,0,0,1,0,0,0,0,0,0,0,0,1
tt2290709,0,0,0,0,0,0,1,0,0,1,0,1,0
tt2290739,0,0,0,0,0,0,1,0,0,1,1,0,0
tt2290828,1,1,1,0,0,1,0,0,0,0,2,0,1
tt2290840,0,0,0,0,1,0,0,0,0,0,0,0,1
tt2291540,0,0,0,0,1,0,0,0,0,0,2,0,0
tt2291606,0,0,0,1,0,0,0,0,0,0,2,2,2
tt2292959,0,0,0,0,1,0,0,0,0,1,0,2,2
tt2293060,1,0,0,1,1,0,0,0,0,0,2,0,0
tt2293138,0,0,1,0,0,0,0,0,0,0,0,2,0
tt2293640,0,1,1,0,0,0,0,0,1,0,0,0,0
tt2293750,0,0,1,1,0,0,1,1,0,1,0,0,1
tt2294449,1,0,1,1,0,0,0,0,0,0,0,0,2
tt2294473,0,0,0,0,0,0,1,0,0,1,0,0,2
tt2294629,0,1,1,0,0,1,0,0,0,0,0,0,0
tt2294677,0,0,1,0,0,0,0,0,0,0,0,0,2
tt2295196,0,0,1,1,1,0,0,0,0,0,0,2,2
tt2295564,0,0,0,1,1,0,0,0,0,1,0,0,2
tt2295722,1,1,0,1,0,0,0,0,0,1,0,0,0
tt2295750,0,0,1,0,0,0,0,1,0,0,2,0,0
tt2296404,1,1,0,0,0,0,0,0,0,0,1,0,0
tt2296777,0,1,1,0,0,1,0,1,0,0,0,0,0
tt2296935,0,1,0,0,0,1,0,0,0,0,0,0,0
tt2297164,0,0,1,0,1,1,0,0,1,0,0,2,2
tt2298384,0,0,1,0,0,0,0,1,0,0,1,1,0
tt2298394,0,0,1,0,1,0,0,0,0,0,0,2,0
tt2299206,0,0,0,0,0,0,1,0,1,1,1,2,0
tt2299842,0,0,0,1,1,0,0,0,0,0,1,0,1
tt2300975,0,0,0,0,0,0,1,0,0,1,0,0,0
tt2301592,0,0,0,0,1,1,0,0,0,0,0,0,0
tt2301900,1,0,1,0,0,1,1,0,1,0,1,0,0
tt2302601,1,0,0,0,0,0,1,0,0,0,2,1,0
tt2302755,1,0,0,0,0,0,0,0,0,1,0,0,0
tt2303110,1,1,1,0,0,1,1,0,1,1,0,2,0
tt2304573,1,0,1,0,0,1,0,0,0,0,0,0,2
tt2304933,1,1,0,0,1,1,0,0,1,1,2,0,0
tt2304953,0,0,0,1,1,0,0,0,0,1,1,0,0
tt2305051,0,0,0,0,1,0,0,0,0,0,0,0,1
tt2306786,0,0,0,0,0,0,1,0,0,0,0,1,0
tt2306836,1,0,0,0,0,0,1,0,1,0,0,0,0
tt2307002,0,0,0,0,1,0,0,0,0,1,0,0,2
tt2308260,0,1,0,0,1,0,0,0,0,0,0,0,0
